epoch,step,test_loss,train_accuracy,train_f1_score,train_loss,val_loss
0,749,,,,,0.2699114978313446
0,749,,0.8793541789054871,0.8793541789054871,0.4517432451248169,
1,1499,,,,,0.2116202563047409
1,1499,,0.9346874952316284,0.9346874952316284,0.2305339127779007,
2,2249,,,,,0.18103894591331482
2,2249,,0.9506041407585144,0.9506041407585144,0.17673134803771973,
3,2250,,,,,0.1571872979402542
3,2250,0.16798505187034607,,,,
